"item"	"rt"
8	706.370524982922
6	679.915126352571
5	697.150217308663
1	657.547790608369
5	659.443479343317
1	723.17929265555
5	698.670213981532
3	671.125160357915
9	733.847057274543
6	695.236465553753
9	691.117585650645
7	672.703125639819
7	711.881671338342
7	688.943314417265
1	661.84569306206
1	708.198866522871
8	658.774220342748
8	727.98100292217
8	711.657213917933
2	721.015691827051
9	717.885722494684
1	660.072120870464
4	681.562977223657
10	668.394081308506
4	689.954357906245
10	656.862161974423
5	723.006691108458
7	667.363398778252
2	663.966853315942
10	720.272098961286
8	711.087920530699
10	728.29699640628
6	688.983619748615
9	724.72434503492
1	734.551579444669
1	687.526995721273
9	676.558855767362
10	714.880086048506
3	678.05212946143
6	734.879523529671
4	710.850577405654
5	668.989236759953
4	709.63053537067
1	699.221325456165
2	702.178562036715
3	670.999499722384
3	709.327744948678
7	689.541436485015
2	697.81859473791
5	675.845276820473
10	665.442480626516
2	684.032624713145
4	728.641656725667
9	733.677919800393
2	667.61026778724
5	664.866181979887
4	673.007110129111
5	702.450736626051
8	734.229682548903
3	725.568600106053
6	733.908686819486
6	660.939693260007
10	711.48494433146
3	683.34986239206
3	699.516021306626
2	727.626140019856
7	725.368348448537
10	708.721628556959
8	734.46136567276
9	687.079201634042
3	682.210461678915
7	726.785511351191
4	677.942607454024
2	690.272631063126
6	676.361941597424
6	725.308057176881
8	697.335054534487
4	657.751062712632
1	674.732139757834
8	665.827970481478
5	678.613878092729
9	722.751217870973
10	717.20903206151
2	713.091030097567
5	657.733893445693
9	708.907507038675
3	672.016988168471
7	718.616858809255
7	671.102510276251
4	714.098372380249
4	721.22420612257
9	726.035354058258
8	707.214481416158
10	699.129617991857
2	732.079427405261
6	680.375235411339
3	702.176735731773
6	707.009512032382
7	702.544261547737
1	672.551956265233
