"item"	"rt"
8	727.381683900021
4	663.309128168039
7	667.036740477197
1	687.407237603329
6	665.41773296427
9	707.021790272556
4	731.575540988706
4	660.569452135824
7	706.698580062948
5	686.859204652719
9	691.954909837805
2	669.839826184325
3	685.848147231154
4	678.16776511725
7	668.308348390274
5	671.150163612328
10	731.07954937499
1	723.325173365884
2	690.177005114965
5	708.749407730065
4	682.761062732898
8	724.384512673132
9	731.096017896198
5	675.74828423094
2	673.136459807865
10	688.381550009362
8	694.356522816233
9	726.997130042873
9	689.021103787236
2	710.003538946621
2	660.468625645153
6	676.073361015879
8	724.365453454666
4	705.511783934198
3	727.977031948976
2	705.365282348357
6	687.503432626836
1	697.731523416005
10	670.021124384366
2	691.058119698428
10	724.641973837279
10	703.037851578556
10	689.946631430648
3	719.804730019532
5	701.928577567451
2	664.131359546445
1	728.915571137331
4	719.430488771759
7	708.500268342905
9	679.56179486122
10	727.180690481327
6	677.664869572036
1	725.66207384225
5	661.566984928213
8	697.396240807138
7	676.098333238624
3	655.695023289882
7	721.796303573065
1	699.82612229418
4	655.178333832882
3	677.591968956403
7	660.948042566888
9	694.722487996332
8	682.245884309523
3	719.986260063015
2	714.412672719918
6	712.531462530605
1	705.831043808721
8	682.004170692526
8	668.628123323433
3	687.364957085811
6	685.924826855771
7	664.090480911545
6	669.486606433056
6	730.87333755102
9	700.125748976134
8	660.373315229081
1	675.402446794324
7	715.688537782989
5	665.816714535467
6	725.121309547685
6	695.119673195295
4	693.99657107424
9	672.258965442888
3	688.734144154005
10	724.13964217063
7	673.604930224828
10	655.739167830907
1	673.051613136195
5	688.234398080967
5	707.26874911692
3	724.459425839595
2	694.733161418699
9	659.860555599444
8	708.977170600556
3	661.118365000002
4	657.037939964794
1	706.051347083412
10	721.060186768882
5	669.877115967683
