"item"	"rt"
8	703.120684577152
3	694.576997449622
5	716.984294177964
2	649.432873735204
5	651.527739362791
1	663.294469835237
2	680.827705794945
8	661.279971925542
2	701.115393778309
1	697.02315219678
3	696.142112901434
5	683.054456477985
1	693.910860968754
8	720.905742542818
7	695.487781120464
10	709.469950040802
10	693.281798874959
4	696.834951872006
10	723.51277644746
5	705.117309587076
2	721.396757690236
6	651.345484415069
6	687.272189678624
10	698.076255144551
8	724.478173954412
9	680.157537860796
4	649.023176757619
4	724.520594337955
10	700.707887662575
4	660.090544214472
10	646.227285144851
3	671.378546329215
6	654.157022377476
3	654.491976713762
7	710.557381650433
2	651.44338532351
2	708.155681630597
9	675.061226049438
4	663.226743927225
8	667.56708345376
5	648.714840477332
7	651.603511003777
4	667.040629992262
7	672.022191276774
5	682.223212262616
1	650.188106792048
3	655.56050718762
7	674.703630628064
8	719.646590417251
9	719.794145384803
4	705.589541019872
2	662.466145949438
9	697.524503963068
2	720.757502252236
8	662.383600296453
10	724.690557299182
7	713.458430515602
9	724.938788311556
4	704.139795573428
7	717.458184259012
6	646.209891764447
3	648.414761601016
1	667.071301797405
2	713.679388063028
1	694.407739648595
6	671.749286195263
10	706.689205681905
6	681.293614888564
4	647.655643457547
9	695.554198818281
8	719.199078409001
1	694.05366952531
1	676.719504306093
2	718.814807171002
6	659.56282264553
5	682.37546552904
8	664.227681001648
7	665.855955416337
3	663.209971720353
5	694.50726439245
9	657.718387627974
3	648.935656221583
6	720.919867763296
1	701.846215380356
5	692.662067161873
7	667.406835788861
7	711.314050955698
9	702.027588067576
9	709.383706850931
5	717.42777296342
9	671.685781246051
8	676.350110126659
6	721.64279137738
1	666.9281788636
3	676.47612365894
3	698.008835325018
4	652.039770791307
10	689.405763698742
6	708.640176439658
10	679.692239528522
