"item"	"rt"
8	691.95205536671
2	678.455602610484
5	696.725929705426
10	668.770251246169
10	690.501438034698
8	675.893173040822
8	650.767779024318
2	717.65787682496
5	661.89294421114
3	667.665950497612
9	658.832021029666
6	715.456896545365
4	703.418090539053
5	656.728530758992
4	667.090477300808
8	691.346302768216
8	644.671894786879
2	660.034419791773
8	652.723324513063
1	702.551299640909
10	686.675399569795
2	683.188175493851
7	655.699347062036
5	717.065021144226
10	705.543746510521
1	697.853841977194
5	689.123403532431
6	649.032868472859
1	707.657495355234
3	677.590285958722
1	702.616147873923
7	678.650527121499
3	674.547353470698
4	705.783379180357
7	702.145166313276
4	687.621238259599
3	706.005856925622
10	646.580057227984
4	701.157570416108
7	700.017197439447
3	664.839569209144
2	655.657786959782
9	661.059934021905
5	666.385994022712
9	720.904641887173
7	687.030960181728
6	693.031294336542
5	656.783676622435
6	649.901544777676
6	715.518033159897
8	643.325647814199
6	646.78219220601
3	715.665308618918
6	664.587531490251
9	705.537708131596
7	670.676714880392
6	658.048284938559
7	676.708858376369
2	693.281659530476
6	667.758573750034
9	669.694334613159
5	641.997666908428
2	653.78795879893
10	678.702275780961
1	690.165838608518
5	653.017038917169
10	657.117170030251
8	693.438146365806
10	653.179699415341
1	689.256157847121
2	669.517530286685
4	683.826893577352
3	690.272593228146
8	672.613504556939
2	647.957206619903
9	662.417697673663
1	721.110510276631
4	683.593534911051
9	655.376949692145
10	673.711871197447
1	669.184302920476
9	690.380806503817
7	674.383865436539
3	668.282931307331
9	666.750751035288
2	660.248314952478
4	642.277260487899
6	699.12336290814
4	675.757238799706
10	718.634517947212
8	694.221503389999
1	653.597731636837
5	699.738584766164
3	681.824751729146
3	652.795751644298
7	643.920117737725
4	676.221049008891
7	656.628215583041
9	655.24307587184
1	655.171651421115
