"item"	"rt"
9	703.009270783514
1	716.985426656902
4	694.319080691785
5	715.299958791584
1	658.086802195758
3	661.740361955017
10	728.689760286361
9	725.417896062136
5	709.2348469235
5	667.958457991481
4	656.671765539795
2	668.857770115137
8	700.770877469331
2	690.829163528979
5	732.211790271103
9	667.190599367023
3	669.310721028596
4	711.545571703464
7	666.468016188592
9	731.826022900641
3	668.675227630883
8	664.14946924895
4	712.772796414793
4	661.121917553246
10	708.760968744755
10	681.585836689919
2	653.900347743183
7	708.977452293038
10	664.605588205159
8	721.025406196713
8	716.260596401989
7	722.521080113947
4	722.007844746113
3	716.149293892086
5	677.027257084846
1	727.009487487376
1	710.07570495829
8	716.941981408745
6	732.692865785211
1	670.156196579337
10	690.909969471395
5	653.620050642639
7	681.63048280403
8	654.85015803948
2	727.798733655363
1	732.25350305438
1	711.031814459711
6	675.884010549635
9	716.768374890089
7	711.06201345101
1	730.293357223272
1	720.555408913642
9	717.783531714231
3	662.831014171243
3	701.324729789048
2	699.260253105313
7	729.011503979564
2	666.09362334013
9	668.236204851419
2	702.578009236604
6	691.776418033987
2	688.076598104089
4	722.74088146165
6	722.171821501106
3	714.40754333511
3	705.931548383087
8	707.735828887671
1	667.297568954527
9	688.965475708246
6	720.209519229829
4	714.063382931054
2	692.891604080796
8	695.728175248951
10	676.353955827653
6	687.756346091628
4	688.136753998697
5	718.3253217116
7	701.676602587104
2	682.560951020569
6	693.264541998506
7	685.993419587612
6	688.982419203967
6	663.519141059369
6	701.458710785955
3	681.090395636857
10	724.021017607301
10	694.138279221952
5	681.563948486
9	726.86085222289
9	707.327670529485
8	676.992433685809
5	660.334552973509
4	658.739248327911
7	697.070292457938
10	720.503165237606
5	681.703512165695
3	697.807922456414
8	704.016672372818
10	733.142760358751
7	681.426748465747
