"item"	"rt"
1	703.972376324236
7	681.343801505864
4	713.223451524973
2	682.81379584223
4	683.840503245592
6	701.161011885852
5	714.197002723813
9	706.468183565885
9	684.264316018671
8	725.62616918236
6	649.254042636603
7	691.601162776351
4	688.362065311521
3	711.105221826583
5	656.627726685256
7	678.937527816743
7	691.982368417084
1	676.452436521649
2	691.475610714406
4	698.300658538938
6	702.568286228925
5	723.338160496205
3	688.573193326592
5	716.787827014923
1	690.548791401088
4	703.320260141045
9	719.453587569296
3	654.881836846471
1	712.006084788591
8	685.534948129207
10	691.621458642185
10	669.292154107243
2	722.787980195135
8	648.877989463508
9	693.218855820596
1	725.577286407351
1	714.884370751679
8	704.497480187565
3	699.919679127634
8	665.847786013037
2	691.221059653908
6	711.720753237605
2	677.718122135848
6	658.54791296646
2	688.684721961617
8	700.756308492273
3	652.186885084957
5	666.573238354176
10	724.96935095638
8	654.966424740851
9	668.256391044706
5	724.43379253149
1	667.459416296333
4	690.50166586414
6	708.513291534036
10	721.550946421921
7	683.942905869335
3	693.427494466305
3	667.003818731755
2	663.943340554833
10	690.203450303525
5	694.698240365833
3	656.839461997151
4	656.243591625243
10	669.558671303093
9	710.584691651165
1	714.041062165052
10	696.257274169475
4	685.880765262991
6	725.213005207479
6	711.67693676427
3	667.874616589397
7	662.95424181968
5	711.761534456164
9	656.312427707016
2	699.240182191133
7	692.034139931202
6	666.039689257741
6	713.477915599942
4	689.684291388839
10	718.279606103897
8	681.058171577752
9	682.120012771338
7	724.054297227412
10	711.375331673771
1	648.023314103484
9	661.331159826368
5	671.598312277347
2	650.416421312839
5	674.57972234115
4	692.175300959498
7	723.058518972248
3	648.632023818791
9	696.63739701733
7	665.719639901072
1	652.562827337533
8	717.171187475324
10	673.372974544764
8	674.799636341631
2	693.17672457546
