"item"	"rt"
6	649.952256348915
3	686.771810264327
7	690.341958054341
10	691.965619255789
2	686.088112783618
6	694.057848067023
4	702.730339714326
1	700.542135839351
10	663.113736123778
7	702.455747635104
4	673.236084752716
6	695.886941035278
9	669.647747934796
10	654.227893562056
4	704.742231634445
5	702.373109110631
4	670.350601715036
9	720.643023052253
8	674.310395889916
9	682.336893086322
6	688.545387019403
2	687.677550208755
6	657.042396240868
7	674.578755893745
9	706.755691845901
1	711.866729692556
9	660.109269362874
9	676.491345898248
3	718.572560069151
8	721.120310504921
8	676.971266758628
3	716.925514400937
3	698.962784321047
6	710.548297096975
8	695.450738766231
10	654.896609843709
1	663.928526309319
4	670.962102399208
8	694.365831934847
8	717.393245124258
1	649.4451301964
2	674.819046971388
5	672.428107303567
10	698.008878328837
3	664.465297521092
1	675.081947599538
5	699.720738832839
5	654.624318783171
5	662.361947880127
8	725.138492868282
6	654.823556845076
4	669.290211503394
2	671.539769270457
4	722.186486315913
8	682.894484498538
3	678.989791111089
7	696.798002705909
8	689.708380275406
1	666.358696413226
2	693.927918528207
7	650.020493404008
7	680.82640951965
1	690.776507765986
1	716.443943125196
5	686.826897640713
3	689.838520274498
10	655.709421937354
2	725.33700874541
6	681.498957113363
1	673.723527030088
6	659.498001323082
9	685.361214936711
3	705.190548733808
3	725.748783373274
5	661.490896237083
10	671.603680388071
8	708.144210302271
6	723.218288538046
2	687.055213158019
7	699.378589340486
4	709.552087583579
5	678.864970640279
9	697.786916890182
7	655.708890394308
4	716.074152444489
1	707.856021397747
2	720.117378947325
2	725.016196505167
10	721.143115037121
7	659.027610239573
10	718.804058921523
