"item"	"rt"
3	661.809769561514
1	674.006917318329
3	709.775930093601
2	656.238713795319
8	699.764699796215
1	655.013769129291
2	667.476310553029
1	702.540402999148
2	682.681601783261
1	666.584972059354
10	679.292694823816
9	684.963019834831
4	722.060986170545
10	713.948592236266
9	721.674138149247
1	720.070727644488
4	697.213803818449
9	663.688619332388
2	674.758732980117
3	688.620131174102
8	655.588704561815
8	721.648148382083
8	720.150744942948
10	718.020647419617
2	682.223688876256
5	662.616868587211
3	661.522000944242
8	657.918184464797
6	665.607577832416
10	705.329518718645
3	707.717346576974
2	667.041393173859
6	652.190500563011
10	682.365189334378
5	666.749798459932
9	728.413966121152
4	713.09750537388
5	708.673235969618
1	663.80404160358
4	721.706127980724
1	694.906326523051
1	708.388958675787
9	721.624971637502
10	716.830575922504
10	651.290853815153
6	714.134090123698
9	666.672167992219
2	655.915630785748
9	655.779361976311
7	655.499046547338
4	716.080469237641
3	675.144933173433
9	694.607494203374
10	661.612083343789
6	723.765677874908
7	662.652989448979
6	708.492482258007
9	697.018667208031
4	714.802400702611
6	689.900237815455
5	692.54046571441
5	694.324913332239
10	666.884373007342
2	660.084733022377
4	688.016967820004
9	671.163112884387
7	671.793784527108
1	705.386643363163
7	698.771641971543
5	710.864883149043
5	694.889055928215
6	649.24585335888
6	724.008641960099
7	727.816339088604
5	686.39558413066
3	707.938321614638
1	662.554176496342
10	719.690419724211
6	716.505700564012
3	694.495186256245
8	703.507406050339
4	675.805396055803
3	718.845178866759
7	710.306425662711
8	651.208639563993
8	722.904730597511
5	709.631034871563
5	658.357241684571
7	657.267770702019
7	675.465190047398
7	683.671785918996
4	674.157643327489
3	682.953530242667
8	710.036083264276
7	678.955685896799
2	689.224365381524
8	711.817695247009
6	671.152951968834
4	724.58248754032
2	706.930206296965
