"item"	"rt"
8	695.083438553847
5	722.711398829706
9	662.759553533979
8	726.753294100054
5	678.068565730937
6	687.082283594646
9	732.531580668874
6	711.461758282967
6	659.658060842194
9	690.819333591498
6	666.517469496466
7	710.7800112525
7	686.901256856509
7	672.025033631362
9	731.149721727706
5	680.901888073422
2	684.910923824646
4	655.141574782319
10	716.263863951899
10	702.876695753075
7	706.550601930358
3	692.847034749575
3	730.365888574161
7	655.989576135762
2	673.010097933002
2	701.819862169214
2	687.293741093017
6	727.359955799766
1	656.308948439546
9	718.759342194535
7	672.040626876988
1	696.927477349527
3	681.130010117777
7	688.346839253791
2	719.953112234361
8	666.558589288034
4	717.679585483856
9	661.177410916425
4	704.07718563918
6	708.607458905317
10	719.581851721741
1	664.795444668271
1	659.774022200145
5	693.156284843571
9	731.862654783763
7	717.872802005149
8	698.226833161898
7	696.261635110714
2	704.828233891167
8	706.366097000428
2	685.019673206843
5	661.934177041985
5	677.748355721124
6	691.679140632041
10	677.877316814847
8	715.508055449463
10	676.792185143568
8	671.598240346648
8	676.746078492142
7	677.626197733916
4	728.683308050968
9	695.809374586679
4	661.978933257051
10	722.400786452927
10	654.318074160255
5	701.481716134585
4	656.120161623694
3	663.612183691002
1	709.640751336701
4	717.973490026779
2	706.45392394159
10	690.122540411539
6	683.250149716623
4	661.596834328957
1	659.003055137582
6	690.551751037128
3	677.59013202507
5	699.755615373142
10	685.545745142736
9	717.760812011547
5	682.113521476276
3	663.223134544678
4	719.121779301204
10	733.855904382654
1	685.227352925576
5	664.567296397872
3	722.76214715559
3	726.419171192683
6	729.173757736571
2	725.520056285895
1	662.339879595675
8	667.136593633331
1	696.272927639075
8	658.917747256346
3	663.647359968163
1	723.539854572155
2	709.429272883572
9	705.452111870982
3	657.479625423439
4	666.384644829668
