"item"	"rt"
3	692.843264369294
4	652.023940132931
1	717.69238111563
3	669.731971500441
2	649.664287352934
6	707.809938220307
6	697.742589181289
7	694.638938987628
10	648.705512182787
7	647.345777982846
8	675.777715323493
9	673.193553956226
2	720.635516373441
1	687.686423035339
2	670.206284960732
1	719.180473899469
3	700.629087043926
7	720.447166627273
9	664.111773455516
6	651.439262023196
10	674.788829972968
9	644.580112779513
4	709.458416188136
8	699.100126540288
4	676.739203063771
7	692.010487047955
10	658.589129177853
7	708.525785533711
2	680.025433069095
3	671.415216354653
6	662.031284207478
1	656.107602892444
1	644.999559009448
4	698.373988540843
6	721.684482777491
10	657.819473361596
1	710.875745108351
10	658.12597672455
5	714.733815742657
9	712.204985329881
9	667.418097099289
8	701.734742457047
4	682.26106797345
8	710.368472402915
6	680.364286275581
2	700.314339296892
8	718.539891457185
10	703.585479361936
5	719.134143488482
5	700.844243029132
4	690.690349349752
2	711.4804005716
5	668.788292920217
9	654.643947174773
3	655.40794362314
8	664.348363215104
3	697.0335635636
8	655.952667305246
1	701.226395526901
10	701.247657062486
2	695.754591459408
10	668.666992923245
7	675.361989242956
6	720.890437578782
3	702.846255125478
5	706.10653267242
6	691.695097675547
5	655.898445351049
8	690.218630554155
4	690.343466857448
5	648.566047782078
5	668.208835134283
4	694.419797258452
3	648.582075824961
4	668.85188379325
6	662.967328662053
9	685.259727453813
10	696.716698659584
1	679.711536960676
9	696.983634522185
9	642.532655866817
2	680.419045062736
8	646.285196812823
10	705.262607159093
7	646.114699197933
7	646.022569714114
7	675.706882523373
1	701.46700178273
5	691.820407276973
3	715.640413118526
6	686.95563220419
4	671.224811701104
8	704.584110407159
7	660.775167932734
9	671.972592165694
2	660.891011515632
5	697.329614432529
3	677.570360628888
2	675.055226208642
1	652.037756713107
